
1250.8,1312.4,
1252.8,1311.6,
1254,1312,
1254.8,1313.6,
1254.8,1314.8,
1256,1314,
1257.6,1313.6,
1258.4,1314.4,
1260.4,1315.6,
1261.6,1315.6,
1262.4,1315.6,
1263.2,1315.6,
1264.8,1314.8,
1266,1315.2,
1266.8,1315.2,
1267.2,1312.8,
1266.8,1311.2,
1267.6,1310.8,
1268,1310.4,
1268,1308.8,
1268.8,1308.4,
1270,1307.2,
1270,1306.8,
1270,1305.6,
1270.8,1305.6,
1271.2,1304,
1271.2,1304,
1270.4,1305.6,
1270.8,1306.4,
1271.2,1306,
1271.6,1305.6,
1272,1304.8,
1271.6,1303.2,
1271.2,1302.8,
1269.2,1302,
1268.4,1300.4,
1268.4,1300,
1269.2,1300.4,
1270.8,1302.4,
1272.4,1302,
1273.2,1302,
1273.6,1300.4,
1274.8,1299.2,
1274.4,1298,
1275.2,1297.2,
1274.4,1295.6,
1274.4,1294.8,
1274.4,1294.4,
1274.4,1293.6,
1273.6,1293.6,
1273.6,1293.6,
1273.2,1295.2,
1273.6,1296.4,
1273.6,1297.6,
1273.2,1298,
1272,1299.2,
1271.6,1299.2,
1271.2,1298,
1272,1298,
1271.6,1297.6,
1272,1297.2,
1272.4,1295.6,
1270.8,1294,
1272.8,1294.8,
1273.2,1293.6,
1273.6,1293.2,
1272.8,1292.4,
1271.6,1291.2,
1271.2,1291.6,
1270.4,1292,
1268.8,1290.8,
1268.8,1289.2,
1268.4,1287.6,
1266,1286.4,
1265.2,1286.4,
1265.6,1287.2,
1264.4,1287.6,
1264,1287.6,
1263.2,1288,
1264,1287.6,
1264.4,1286.4,
1264.8,1286.4,
1265.2,1286,
1264,1285.2,
1262,1286.4,
1261.6,1286.4,
1261.6,1286.4,
1261.6,1285.6,
1261.2,1284,
1261.6,1283.2,
1262.8,1283.2,
1262.8,1281.6,
1263.2,1280.8,
1263.2,1280,
1263.2,1278.4,
1263.2,1277.6,
1265.2,1275.6,
1264.8,1274.4,
1264,1272.4,
1264.4,1271.2,
1265.2,1271.2,
1265.6,1270.4,
1264,1271.2,
1263.6,1270.4,
1263.2,1270.4,
1263.6,1269.2,
1264.4,1268.4,
1264.4,1266.8,
1265.2,1264.4,
1264.8,1261.6,
1266,1261.2,
1264.8,1258.4,
1264,1257.6,
1263.2,1256,
1262,1254,
1262.4,1251.6,
1260,1247.6,
1259.6,1246.8,
1258.8,1247.2,
1258.8,1246.8,
1258.8,1246,
1259.2,1245.6,
1259.2,1246,
1259.2,1244.4,
1260,1243.6,
1259.2,1242.4,
1258.8,1242.4,
1259.2,1242.8,
1258,1242.4,
1258,1242.8,
1257.6,1242.8,
1256,1242.4,
1254.4,1244,
1253.2,1243.2,
1253.6,1244,
1253.2,1244,
1252.8,1244,
1252.4,1243.6,
1252.8,1242.8,
1252.4,1242.8,
1251.6,1242,
1250.8,1241.2,
1250.8,1241.6,
1251.6,1242,
1251.6,1242.8,
1251.2,1243.6,
1250.8,1244,
1250.4,1245.2,
1250.8,1243.6,
1250.4,1242.8,
1250.8,1242.8,
1250,1241.6,
1248.4,1242,
1249.2,1243.2,
1248.4,1243.2,
1248.4,1243.2,
1248.4,1242.4,
1247.6,1242.4,
1247.2,1242,
1243.6,1242,
1242,1241.6,
1242,1241.2,
1241.2,1241.6,
1240.8,1241.2,
1241.2,1240.4,
1242,1240,
1241.6,1240,
1241.6,1239.2,
1239.6,1239.2,
1239.2,1238,
1238.4,1238,
1237.6,1238,
1237.2,1238.8,
1236.8,1238,
1236.4,1238,
1236.8,1236.8,
1235.2,1236.4,
1234.4,1235.6,
1234.8,1235.2,
1232.4,1234.8,
1231.2,1235.2,
1231.2,1235.6,
1232.4,1236,
1232.8,1236.8,
1230.8,1236.4,
1229.6,1237.2,
1229.2,1236.4,
1230,1236.4,
1230.8,1235.6,
1230.4,1234.8,
1230.4,1234.4,
1229.6,1233.2,
1228.4,1233.2,
1228,1232.8,
1226.8,1233.2,
1227.2,1232.8,
1226.4,1232,
1226.4,1230.8,
1226,1231.2,
1224.4,1231.2,
1224,1229.6,
1223.2,1229.6,
1223.2,1230.4,
1221.6,1230.8,
1221.2,1229.2,
1220.4,1229.2,
1220.4,1229.2,
1219.6,1230.4,
1218.4,1229.6,
1217.6,1230.8,
1218,1229.6,
1216.8,1229.6,
1216.8,1230,
1216.8,1228.8,
1216.4,1228.8,
1216,1228.8,
1216.4,1228.8,
1215.6,1229.2,
1215.6,1228.8,
1214.8,1228.8,
1214.4,1228.8,
1214,1229.2,
1214.4,1230.4,
1213.6,1231.6,
1213.6,1230.8,
1212.8,1230.4,
1212,1230.8,
1212,1229.6,
1211.6,1229.6,
1211.2,1229.2,
1210.8,1229.6,
1210.8,1230.8,
1209.6,1229.6,
1210,1229.6,
1208.8,1229.2,
1208.8,1230,
1208,1229.2,
1208,1230,
1208,1230,
1209.6,1231.2,
1210.8,1231.2,
1212.4,1232.8,
1212,1232.8,
1208.4,1231.2,
1208,1231.2,
1208.8,1232,
1209.6,1232.8,
1214,1234,
1214,1234,
1214,1234.4,
1213.6,1234.8,
1213.2,1235.6,
1212.8,1236,
1212.8,1235.6,
1212,1234,
1207.2,1233.6,
1206.8,1233.2,
1205.2,1233.2,
1204.8,1233.2,
1204,1233.2,
1203.6,1233.2,
1203.6,1233.2,
1203.6,1233.6,
1204.8,1233.2,
1204.8,1234,
1204.4,1234.4,
1204.8,1234.4,
1206.4,1234.8,
1206.8,1235.6,
1206,1235.6,
1206.4,1236.4,
1207.6,1236.8,
1208,1236.4,
1208,1236.8,
1209.6,1236.8,
1208.8,1237.2,
1210,1238.4,
1211.2,1238.8,
1212.4,1238.4,
1210.4,1238.8,
1209.2,1238,
1208.4,1238,
1208,1237.6,
1207.6,1238,
1204,1236.4,
1204,1236.8,
1202.8,1237.2,
1203.2,1237.6,
1203.6,1238.4,
1203.2,1239.2,
1202.4,1238.8,
1201.2,1238,
1201.6,1239.6,
1200.8,1239.6,
1200.4,1240.4,
1202.4,1240.8,
1202.8,1240.4,
1202.4,1241.2,
1202,1241.6,
1202.8,1242,
1202.8,1242.4,
1206.8,1243.6,
1207.6,1244.8,
1207.6,1244,
1208,1243.6,
1208.8,1245.6,
1209.2,1245.2,
1210.4,1245.2,
1208.8,1246,
1207.6,1246,
1207.6,1245.2,
1207.2,1246,
1204.4,1245.2,
1203.6,1246,
1202.8,1246,
1202.4,1246,
1203.2,1245.6,
1202.8,1245.2,
1201.2,1246,
1202,1245.6,
1200.8,1245.6,
1200,1246,
1200,1246.4,
1200,1246.8,
1200.4,1247.2,
1200,1247.6,
1200.8,1247.6,
1200.8,1247.2,
1201.6,1247.2,
1201.6,1248.8,
1202.4,1248.4,
1203.2,1249.2,
1204.8,1249.6,
1204.8,1248.4,
1206,1248,
1206.8,1249.6,
1206.4,1250,
1207.2,1250.4,
1206.8,1249.2,
1208,1248,
1209.2,1248,
